Id,SalePrice
1461,151393.625
1462,168757.109375
1463,167486.796875
1464,172300.96875
1465,211037.53125
1466,157769.40625
1467,179151.5
1468,134171.625
1469,189900.125
1470,144663.046875
1471,215681.390625
1472,141156.46875
1473,127267.78125
1474,184876.46875
1475,138511.734375
1476,356171.0625
1477,273576.0625
1478,366664.375
1479,306027.78125
1480,430156.8125
1481,328909.4375
1482,276309.8125
1483,157199.796875
1484,207184.40625
1485,181634.9375
1486,160197.5625
1487,264620.25
1488,270712.96875
1489,191993.015625
1490,219584.734375
1491,172497.1875
1492,109350.21875
1493,212271.984375
1494,270814.84375
1495,274851.5
1496,232195.203125
1497,155975.6875
1498,186826.359375
1499,192312.203125
1500,170849.53125
1501,187414.234375
1502,186826.359375
1503,332723.65625
1504,219532.734375
1505,235987.609375
1506,200144.9375
1507,216501.625
1508,195348.09375
1509,161690.578125
1510,161687.078125
1511,161687.078125
1512,182022.5625
1513,163106.9375
1514,170706.296875
1515,193541.265625
1516,168162.40625
1517,178440.78125
1518,152762.390625
1519,211997.421875
1520,160146.890625
1521,160146.890625
1522,204353.703125
1523,116137.65625
1524,145564.59375
1525,147601.21875
1526,144887.9375
1527,116201.7421875
1528,168254.1875
1529,161687.078125
1530,179247.0625
1531,223327.9375
1532,185860.8125
1533,202845.09375
1534,178765.734375
1535,207338.203125
1536,209670.578125
1537,140016.875
1538,210226.421875
1539,278638.8125
1540,179843.8125
1541,227259.828125
1542,164560.875
1543,238999.234375
1544,113474.578125
1545,128016.625
1546,163620.765625
1547,167302.953125
1548,155880.25
1549,118970.0234375
1550,156649.53125
1551,213171.890625
1552,176147.3125
1553,163714.453125
1554,158647.25
1555,203177.109375
1556,109467.5078125
1557,127045.4296875
1558,105343.0546875
1559,108701.5625
1560,135023.125
1561,142886.921875
1562,173109.890625
1563,154002.921875
1564,190502.296875
1565,169485.5
1566,210108.453125
1567,93091.609375
1568,203780.734375
1569,184290.40625
1570,198528.09375
1571,195414.59375
1572,189131.421875
1573,297951.15625
1574,149009.1875
1575,209115.21875
1576,257271.5
1577,252329.28125
1578,134732.171875
1579,212286.203125
1580,250962.734375
1581,189977.078125
1582,176839.03125
1583,353910.5
1584,255406.109375
1585,223937.59375
1586,107808.25
1587,130154.8984375
1588,183471.453125
1589,150390.21875
1590,195015.875
1591,123895.8671875
1592,150668.125
1593,140145.046875
1594,167179.875
1595,100664.8359375
1596,275904.0625
1597,182126.46875
1598,195621.703125
1599,197874.421875
1600,197874.421875
1601,108305.4296875
1602,179255.671875
1603,104837.6171875
1604,286354.53125
1605,276974.625
1606,168684.75
1607,209148.078125
1608,306875.90625
1609,233580.109375
1610,190610.046875
1611,174348.40625
1612,172184.984375
1613,177351.0
1614,137587.078125
1615,91490.15625
1616,52533.33984375
1617,101196.65625
1618,151483.875
1619,139025.765625
1620,183194.453125
1621,171517.8125
1622,158846.5625
1623,275431.90625
1624,215164.9375
1625,162217.5625
1626,182501.265625
1627,172300.96875
1628,275266.28125
1629,171713.09375
1630,323953.46875
1631,270191.84375
1632,268033.46875
1633,179259.15625
1634,172300.96875
1635,179847.03125
1636,138560.96875
1637,152039.640625
1638,206788.0625
1639,199308.078125
1640,279691.21875
1641,189869.84375
1642,247358.390625
1643,225899.96875
1644,224975.15625
1645,197553.515625
1646,172795.671875
1647,185216.9375
1648,129188.0703125
1649,146799.21875
1650,144663.046875
1651,158682.6875
1652,141156.46875
1653,141156.46875
1654,174937.46875
1655,195575.265625
1656,178959.6875
1657,172685.296875
1658,178959.6875
1659,170363.71875
1660,175800.984375
1661,466304.125
1662,377505.875
1663,367448.75
1664,404350.25
1665,380270.5
1666,346497.5
1667,335992.75
1668,370962.78125
1669,366315.03125
1670,400976.125
1671,290375.09375
1672,504801.4375
1673,322830.21875
1674,309040.3125
1675,255816.140625
1676,261051.21875
1677,261202.25
1678,469555.3125
1679,348881.84375
1680,350348.46875
1681,321955.3125
1682,320496.25
1683,228548.09375
1684,160379.625
1685,141767.078125
1686,212094.359375
1687,142678.140625
1688,139445.796875
1689,140273.25
1690,192617.8125
1691,185948.65625
1692,224057.953125
1693,180473.5625
1694,173128.421875
1695,133583.75
1696,246184.40625
1697,133583.75
1698,345220.96875
1699,257240.625
1700,242736.5
1701,268942.84375
1702,244992.765625
1703,292729.1875
1704,313571.71875
1705,281555.5
1706,438295.3125
1707,198897.65625
1708,207974.734375
1709,298377.59375
1710,287238.28125
1711,248495.0
1712,259764.25
1713,267311.375
1714,226268.9375
1715,198975.640625
1716,174948.984375
1717,202731.0
1718,144386.484375
1719,191594.046875
1720,308188.34375
1721,167554.4375
1722,143615.46875
1723,189777.875
1724,219003.78125
1725,239343.375
1726,212636.171875
1727,169016.515625
1728,195690.4375
1729,181048.703125
1730,181514.921875
1731,159088.609375
1732,162881.015625
1733,155847.765625
1734,152904.046875
1735,166036.75
1736,157515.140625
1737,250376.1875
1738,211276.484375
1739,289896.9375
